AdminName,GeoRegion,GeoSubreg,IncomeGrp,LendCat,VarDesc,UrbanPop,RuralPop,TotalPop,UrbanLA,RuralLA,TotalLA
State of Palestine,Asia,Western Asia,Lower middle income,Not classified,Elevation between 200 and 400 meters,9302.1027565,38213.9775705,47516.080327,279.498308182,1152.32621419,1431.82452238
Honduras,Americas,Central America,Lower middle income,IDA,Elevation between 10 and 25 meters,1738.6031398,6991.72984531,8730.33298511,96.0733766512,4083.40018672,4179.47356337
Morocco,Africa,Northern Africa,Lower middle income,IBRD,Elevation between 50 and 100 meters,2513731.03107,1252742.91602,3766473.94708,641.017849267,8984.43843555,9625.45628481
Myanmar,Asia,South-eastern Asia,Lower middle income,IDA,Elevation between 1500 and 3000 meters,352.841913953,37923.9891179,38276.8310319,55.6646690965,40863.5398731,40919.2045422
Comoros,Africa,Eastern Africa,Lower middle income,IDA,Elevation between 200 and 400 meters,267.52528204,2296.2143631,2563.73964514,28.6492814617,301.328867174,329.978148636
Congo,Africa,Middle Africa,Lower middle income,Blend,Elevation between 200 and 400 meters,14764.6695627,20770.1088047,35534.7783674,230.393204565,156957.412068,157187.805272
India,Asia,Southern Asia,Lower middle income,IBRD,Elevation under 5 meters,915410.571888,887262.0438,1802672.61569,7259.62597787,38595.011239,45854.6372169
Mauritania,Africa,Western Africa,Lower middle income,IDA,Elevation under 5 meters,109868.825404,51756.2182973,161625.043701,121.579369482,11933.0518283,12054.6311978
Kenya,Africa,Eastern Africa,Lower middle income,Blend,Elevation between 50 and 100 meters,3938.69727427,23321.3460586,27260.0433328,38.6506018639,19365.3936612,19404.0442631
Ghana,Africa,Western Africa,Lower middle income,IDA,Elevation between 400 and 800 meters,17700.8510723,438956.496755,456657.347827,152.91632098,4984.9571504,5137.87347138
El Salvador,Americas,Central America,Lower middle income,IBRD,Elevation between 50 and 100 meters,453.601785123,3067.9561931,3521.55797823,112.159261167,1127.13276395,1239.29202512
India,Asia,Southern Asia,Lower middle income,IBRD,Elevation between 200 and 400 meters,2090458.46486,11726421.9687,13816880.4336,39274.3142815,809667.70538,848942.019662
Cameroon,Africa,Middle Africa,Lower middle income,Blend,Elevation between 400 and 800 meters,41735.3650546,116515.555934,158250.920988,827.329576866,248412.393885,249239.723462
Indonesia,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 25 and 50 meters,3489917.95323,3901735.96474,7391653.91796,9878.97998268,204812.396915,214691.376898
Bhutan,Asia,Southern Asia,Lower middle income,IDA,Elevation between 100 and 200 meters,1.35803547502,123.543313995,124.90134947,1.53624296188,105.625677049,107.161920011
India,Asia,Southern Asia,Lower middle income,IBRD,Elevation between 3000 and 5000 meters,7500.29530287,2211819.2276,2219319.5229,55.2286812067,94425.5527071,94480.7813883
Lao People's Democratic Republic,Asia,South-eastern Asia,Lower middle income,IDA,Elevation between 200 and 400 meters,23809.146769,236159.077967,259968.224736,57.6904177368,33962.1441258,34019.8345435
Sao Tome and Principe,Africa,Middle Africa,Lower middle income,IDA,Elevation between 10 and 25 meters,24841.9807014,4635.48275879,29477.4634602,5.03229460493,25.7789161413,30.8112107462
Republic of Moldova,Europe,Eastern Europe,Lower middle income,Blend,Elevation between 5 and 10 meters,50.0250036567,1042.15030686,1092.17531052,19.812579304,405.670735839,425.483315143
Sudan,Africa,Northern Africa,Lower middle income,IDA,Elevation between 50 and 100 meters,1083.92150879,245928.498902,247012.420411,0.81084138155,2924.3527509,2925.16359228
Viet Nam,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 100 and 200 meters,20256.2650755,444409.91911,464666.184185,726.907864983,31476.7010656,32203.6089306
Sao Tome and Principe,Africa,Middle Africa,Lower middle income,IDA,Elevation between 10 and 25 meters,876.489271283,170.08302428,1046.57229556,5.03229460493,25.7789161413,30.8112107462
Viet Nam,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 400 and 800 meters,23237.2973436,453742.042149,476979.339493,1074.900999,73309.1660836,74384.0670826
Indonesia,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 1500 and 3000 meters,4278.71718775,226869.159269,231147.876457,214.186906343,69984.6488494,70198.8357557
Cape Verde,Africa,Western Africa,Lower middle income,Blend,Elevation between 5 and 10 meters,13.713440299,98.4489109401,112.162351239,2.71739855409,94.8653679244,97.5827664785
Egypt,Africa,Northern Africa,Lower middle income,IBRD,Elevation between 50 and 100 meters,204173.671032,146062.626147,350236.29718,3077.52485697,47155.6556409,50233.1804978
Timor-Leste,Asia,South-eastern Asia,Lower middle income,Blend,Elevation between 10 and 25 meters,3331.82198977,1428.26435181,4760.08634158,16.7408632711,536.189084644,552.929947915
Egypt,Africa,Northern Africa,Lower middle income,IBRD,Elevation between 10 and 25 meters,8328255.58105,2395637.36998,10723892.951,3843.26412985,12905.4961778,16748.7603076
Cameroon,Africa,Middle Africa,Lower middle income,Blend,Elevation between 50 and 100 meters,992.991734505,59424.9223413,60417.9140758,38.4141655564,7991.29149635,8029.7056619
Pakistan,Asia,Southern Asia,Lower middle income,Blend,Elevation between 1500 and 3000 meters,12491.2016458,1009588.09001,1022079.29166,583.322313964,109339.271435,109922.593749
Nicaragua,Americas,Central America,Lower middle income,IDA,Elevation between 800 and 1500 meters,153.885288119,14326.1906887,14480.0759768,51.9450620413,7039.26651107,7091.21157311
Tunisia,Africa,Northern Africa,Lower middle income,IBRD,Elevation between 50 and 100 meters,106118.191239,338904.321932,445022.513171,406.141849875,17548.8739911,17955.015841
India,Asia,Southern Asia,Lower middle income,IBRD,Elevation between 3000 and 5000 meters,1222.38937138,291119.685103,292342.074474,55.2286812067,94425.5527071,94480.7813883
Nicaragua,Americas,Central America,Lower middle income,IDA,Elevation between 100 and 200 meters,10842.1247312,28604.4758396,39446.6005708,189.51208438,20656.6615132,20846.1735976
Republic of Moldova,Europe,Eastern Europe,Lower middle income,Blend,Elevation between 50 and 100 meters,7692.15825123,21453.5512601,29145.7095113,487.295974344,4779.98906749,5267.28504184
Honduras,Americas,Central America,Lower middle income,IDA,Elevation under 5 meters,1728.76401359,8651.1205832,10379.8845968,30.7400783261,5040.37833852,5071.11841685
Philippines,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 50 and 100 meters,117377.668049,177287.973949,294665.641998,1674.57254649,37192.4535609,38867.0261074
Morocco,Africa,Northern Africa,Lower middle income,IBRD,Elevation between 100 and 200 meters,88081.5940363,113508.42791,201590.021946,713.467879494,24543.4597546,25256.927634
El Salvador,Americas,Central America,Lower middle income,IBRD,Elevation between 5 and 10 meters,56.9531293523,1237.66773634,1294.6208657,16.0055431727,462.974639384,478.980182557
India,Asia,Southern Asia,Lower middle income,IBRD,Elevation between 25 and 50 meters,975733.134868,2585915.12484,3561648.25971,21241.7303133,115670.720947,136912.45126
Ghana,Africa,Western Africa,Lower middle income,IDA,Elevation between 25 and 50 meters,22447.6015304,21106.9279676,43554.529498,633.316167993,5637.11946894,6270.43563694
Bangladesh,Asia,Southern Asia,Lower middle income,IDA,Elevation between 50 and 100 meters,6692.1141772,81541.1899071,88233.3040843,389.111872137,7838.98715312,8228.09902525
Cambodia,Asia,South-eastern Asia,Lower middle income,IDA,Elevation under 5 meters,11129.5671823,176795.151373,187924.718555,31.7717750184,3568.52849113,3600.30026615
Kiribati,Oceania,Micronesia,Lower middle income,IDA,Elevation between 10 and 25 meters,5639.79119873,9236.51463631,14876.305835,1.36624145508,119.01481759,120.381059045
Mauritania,Africa,Western Africa,Lower middle income,IDA,Elevation between 10 and 25 meters,1251.1388607,11169.1821861,12420.3210468,56.7203220129,21335.9127806,21392.6331026
Kyrgyzstan,Asia,Central Asia,Lower middle income,IDA,Elevation between 1500 and 3000 meters,1115.22452771,174261.869161,175377.093689,287.984968388,80177.6824769,80465.6674453
Micronesia (Federated States of),Oceania,Micronesia,Lower middle income,IDA,Elevation between 100 and 200 meters,10.7617373466,120.480146013,131.24188336,1.70663458109,105.971918106,107.678552687
Pakistan,Asia,Southern Asia,Lower middle income,Blend,Elevation between 100 and 200 meters,337996.498024,847318.461948,1185314.95997,22663.8820743,135009.887995,157673.77007
Micronesia (Federated States of),Oceania,Micronesia,Lower middle income,IDA,Elevation under 5 meters,34.6860764157,79.4624634354,114.148539851,1.2967529305,21.9443146435,23.241067574
Pakistan,Asia,Southern Asia,Lower middle income,Blend,Elevation under 5 meters,14151.1296628,24898.7261936,39049.8558564,77.7167943206,11782.4643696,11860.1811639
Uzbekistan,Asia,Central Asia,Lower middle income,Blend,Elevation between 50 and 100 meters,18723.0929862,188460.876887,207183.969873,881.806288019,65427.7388553,66309.5451433
Philippines,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 800 and 1500 meters,19541.8158569,60714.483914,80256.2997709,125.493189514,29038.1912193,29163.6844088
Sao Tome and Principe,Africa,Middle Africa,Lower middle income,IDA,Elevation between 10 and 25 meters,28033.0061302,5148.29996102,33181.3060912,5.03229460493,25.7789161413,30.8112107462
Timor-Leste,Asia,South-eastern Asia,Lower middle income,Blend,Elevation between 5 and 10 meters,1772.1647222,628.367469962,2400.53219217,10.0806933939,247.737760626,257.81845402
Myanmar,Asia,South-eastern Asia,Lower middle income,IDA,Elevation between 50 and 100 meters,494244.63873,1328745.84611,1822990.48484,1270.03251472,37393.4675042,38663.500019
Tunisia,Africa,Northern Africa,Lower middle income,IBRD,Elevation between 5 and 10 meters,30974.4114565,15781.3891891,46755.8006455,256.47635171,1351.57251844,1608.04887015
Kiribati,Oceania,Micronesia,Lower middle income,IDA,Elevation between 10 and 25 meters,279.680179596,458.043554664,737.72373426,1.36624145508,119.01481759,120.381059045
Sudan,Africa,Northern Africa,Lower middle income,IDA,Elevation between 400 and 800 meters,13527.5911946,722207.278071,735734.869265,1793.6906614,1283848.95524,1285642.6459
Cape Verde,Africa,Western Africa,Lower middle income,Blend,Elevation between 25 and 50 meters,957.439797014,8797.00203465,9754.44183166,18.5604793229,466.001993553,484.562472876
Lao People's Democratic Republic,Asia,South-eastern Asia,Lower middle income,IDA,Elevation between 50 and 100 meters,1660.19454612,7468.75161292,9128.94615904,15.4584596622,3373.89983885,3389.35829852
Cape Verde,Africa,Western Africa,Lower middle income,Blend,Elevation between 200 and 400 meters,1599.07712837,63176.7035115,64775.7806398,0.832822170807,721.126899583,721.959721754
Cote d'Ivoire,Africa,Western Africa,Lower middle income,IDA,Elevation between 5 and 10 meters,591645.286907,408805.872166,1000451.15907,115.762611181,1724.13975303,1839.90236421
Timor-Leste,Asia,South-eastern Asia,Lower middle income,Blend,Elevation between 400 and 800 meters,334.539793968,16042.5844808,16377.1242747,11.0575155616,3920.4008826,3931.45839816
Timor-Leste,Asia,South-eastern Asia,Lower middle income,Blend,Elevation under 5 meters,655.863699853,374.089381048,1029.9530809,2.54937780648,111.571163362,114.120541168
Congo,Africa,Middle Africa,Lower middle income,Blend,Elevation between 50 and 100 meters,4391.58349645,20861.6263483,25253.2098448,18.8674120903,3341.68485166,3360.55226375
Comoros,Africa,Eastern Africa,Lower middle income,IDA,Elevation between 50 and 100 meters,3057.97527042,10824.3810446,13882.356315,30.7126577389,123.908253073,154.620910812
Comoros,Africa,Eastern Africa,Lower middle income,IDA,Elevation between 25 and 50 meters,6394.86051202,19676.5358431,26071.3963552,25.8491421749,76.7926335074,102.641775682
Congo,Africa,Middle Africa,Lower middle income,Blend,Elevation between 25 and 50 meters,13570.5158758,33411.7031662,46982.219042,12.8643781543,2019.23963078,2032.10400893
Cote d'Ivoire,Africa,Western Africa,Lower middle income,IDA,Elevation between 100 and 200 meters,55651.4991938,291784.277313,347435.776507,583.932323158,59793.9644481,60377.8967713
Cote d'Ivoire,Africa,Western Africa,Lower middle income,IDA,Elevation between 5 and 10 meters,74052.3432215,51788.2351736,125840.578395,115.762611181,1724.13975303,1839.90236421
Viet Nam,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 25 and 50 meters,52238.0726091,153431.371996,205669.444605,1706.64947177,13547.1229028,15253.7723746
Republic of Moldova,Europe,Eastern Europe,Lower middle income,Blend,Elevation under 5 meters,1.16730960691,157.040722154,158.208031761,0.648688404821,127.13138297,127.780071374
Sao Tome and Principe,Africa,Middle Africa,Lower middle income,IDA,Elevation under 5 meters,0.951684474945,0.730928088858,1.6826125638,0.00529116205871,0.437616633746,0.442907795805
Angola,Africa,Middle Africa,Lower middle income,IBRD,Elevation between 200 and 400 meters,111.41073522,202200.907474,202312.31821,13.5528504848,42936.9939626,42950.5468131
Congo,Africa,Middle Africa,Lower middle income,Blend,Elevation between 25 and 50 meters,1276.71645929,2982.60043632,4259.31689561,12.8643781543,2019.23963078,2032.10400893
Comoros,Africa,Eastern Africa,Lower middle income,IDA,Elevation between 25 and 50 meters,564.441263258,1702.58356109,2267.02482435,25.8491421749,76.7926335074,102.641775682
Cameroon,Africa,Middle Africa,Lower middle income,Blend,Elevation between 200 and 400 meters,1998.90916597,199524.232712,201523.141878,323.474188119,72703.7992179,73027.273406
Angola,Africa,Middle Africa,Lower middle income,IBRD,Elevation between 5 and 10 meters,5063.96626523,9873.24547476,14937.21174,91.4896020554,1755.10913496,1846.59873701
Kyrgyzstan,Asia,Central Asia,Lower middle income,IDA,Elevation between 800 and 1500 meters,33613.1057305,61395.4018241,95008.5075546,1087.28824329,20149.6125647,21236.9008079
Lao People's Democratic Republic,Asia,South-eastern Asia,Lower middle income,IDA,Elevation between 800 and 1500 meters,1789.17232776,56381.4292384,58170.6015661,23.618878901,79974.4416736,79998.0605525
Djibouti,Africa,Eastern Africa,Lower middle income,IDA,Elevation between 5 and 10 meters,19465.881556,9674.07942265,29139.9609787,17.4626026317,224.871502791,242.334105423
Bolivia (Plurinational State of),Americas,South America,Lower middle income,IBRD,Elevation between 100 and 200 meters,1143.128389,188223.082454,189366.210843,121.954060763,340395.330437,340517.284497
Bhutan,Asia,Southern Asia,Lower middle income,IDA,Elevation between 100 and 200 meters,39.4991531372,2056.15955666,2095.65870979,1.53624296188,105.625677049,107.161920011
Cape Verde,Africa,Western Africa,Lower middle income,Blend,Elevation under 5 meters,161.03296788,4251.76978881,4412.80275669,0.684512009844,76.7829199418,77.4674319516
Papua New Guinea,Oceania,Melanesia,Lower middle income,Blend,Elevation between 10 and 25 meters,9558.06095451,338053.167721,347611.228675,62.4139231713,49470.7347491,49533.1486723
Uzbekistan,Asia,Central Asia,Lower middle income,Blend,Elevation between 200 and 400 meters,96172.4901913,342808.290199,438980.78039,4485.18146347,115525.137473,120010.318936
Morocco,Africa,Northern Africa,Lower middle income,IBRD,Elevation between 5 and 10 meters,21098.1009758,11606.8778506,32704.9788264,132.573209962,1353.14156166,1485.71477162
Viet Nam,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 50 and 100 meters,425523.0114,4472844.74961,4898367.76101,934.226207292,20970.2828047,21904.509012
Ukraine,Europe,Eastern Europe,Lower middle income,IBRD,Elevation under 5 meters,166717.228503,312672.606465,479389.834968,203.739522982,4794.29466691,4998.0341899
